Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																
Республики Беларусь, за период с 29.03.1995 по 31.12.1995																																																
																																																
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 грузинских купонов (GEK)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)
05.08.1995	 8 502,14 	 1 172,21 	 1,50 	 15,00 			 0,00 	 2 125,58 	 11 500,00 	 18 883,42 	 182,60 	 150,00 	 8 464,60 	 38 269,55 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 245,50 	 7 358,59 	 1 867,40 		 2,58 		 17 935,12 	 8 228,98 		 220,00 	 55,00 	 45,00 	 2 737,93 	 2 392,10 	 18 423,58 		 1 624,82 	 9 955,85 	 15 351,76 	 1 031,90 	 4 009,76 	 510,82 		 1 271,42 	 964,60 	 71,14 	 794,20 	 2,53 	 0,74 	 727,02 
06.08.1995	 8 502,14 	 1 172,21 	 1,50 	 15,00 			 0,00 	 2 125,58 	 11 500,00 	 18 883,42 	 182,60 	 150,00 	 8 464,60 	 38 269,55 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 245,50 	 7 358,59 	 1 867,40 		 2,58 		 17 935,12 	 8 228,98 		 220,00 	 55,00 	 45,00 	 2 737,93 	 2 392,10 	 18 423,58 		 1 624,82 	 9 955,85 	 15 351,76 	 1 031,90 	 4 009,76 	 510,82 		 1 271,42 	 964,60 	 71,14 	 794,20 	 2,53 	 0,74 	 727,02 
07.08.1995	 8 502,14 	 1 172,21 	 1,50 	 15,00 			 0,00 	 2 125,58 	 11 500,00 	 18 883,42 	 182,60 	 150,00 	 8 464,60 	 38 269,55 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 245,50 	 7 358,59 	 1 867,40 		 2,58 		 17 935,12 	 8 228,98 		 220,00 	 55,00 	 45,00 	 2 737,93 	 2 392,10 	 18 423,58 		 1 624,82 	 9 955,85 	 15 351,76 	 1 031,90 	 4 009,76 	 510,82 		 1 271,42 	 964,60 	 71,14 	 794,20 	 2,53 	 0,74 	 727,02 
08.08.1995	 8 502,14 	 1 172,21 	 1,50 	 15,00 			 0,00 	 2 125,58 	 11 500,00 	 18 883,42 	 182,60 	 150,00 	 8 464,60 	 38 269,55 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 245,50 	 7 358,59 	 1 867,40 		 2,58 		 17 935,12 	 8 228,98 		 220,00 	 55,00 	 45,00 	 2 737,93 	 2 392,10 	 18 423,58 		 1 624,82 	 9 955,85 	 15 351,76 	 1 031,90 	 4 009,76 	 510,82 		 1 271,42 	 964,60 	 71,14 	 794,20 	 2,53 	 0,74 	 727,02 
09.08.1995	 8 576,14 	 1 159,04 	 1,50 	 15,00 			 0,00 	 2 102,95 	 11 500,00 	 18 835,29 	 181,65 	 150,00 	 8 478,01 	 38 244,10 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 150,54 	 7 276,18 	 1 848,28 		 2,59 		 17 890,20 	 8 219,28 		 220,00 	 55,00 	 45,00 	 2 718,29 	 2 360,31 	 18 400,00 		 1 608,97 	 9 841,68 	 15 183,52 	 1 020,05 	 3 964,15 	 505,85 		 1 257,52 	 954,95 	 71,16 	 784,61 	 2,51 	 0,70 	 725,14 
10.08.1995	 8 576,14 	 1 159,04 	 1,50 	 15,00 			 0,00 	 2 102,95 	 11 500,00 	 18 835,29 	 181,65 	 150,00 	 8 478,01 	 38 244,10 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 150,54 	 7 276,18 	 1 848,28 		 2,59 		 17 890,20 	 8 219,28 		 220,00 	 55,00 	 45,00 	 2 718,29 	 2 360,31 	 18 400,00 		 1 608,97 	 9 841,68 	 15 183,52 	 1 020,05 	 3 964,15 	 505,85 		 1 257,52 	 954,95 	 71,16 	 784,61 	 2,51 	 0,70 	 725,14 
11.08.1995	 8 512,84 	 1 160,50 	 1,50 	 15,00 			 0,00 	 2 104,30 	 11 500,00 	 18 827,77 	 180,51 	 150,00 	 8 462,73 	 38 180,61 	 1 100,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 159,50 	 7 283,55 	 1 852,90 		 2,60 		 17 725,30 	 8 240,77 		 220,00 	 55,00 	 45,00 	 2 736,53 	 2 361,25 	 18 397,06 		 1 612,25 	 9 863,62 	 15 197,57 	 1 021,10 	 3 967,30 	 506,01 		 1 248,64 	 955,74 	 71,20 	 786,16 	 2,50 	 0,71 	 725,41 
12.08.1995	 8 512,84 	 1 160,50 	 1,50 	 15,00 			 0,00 	 2 104,30 	 11 500,00 	 18 827,77 	 180,51 	 150,00 	 8 462,73 	 38 180,61 	 1 100,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 159,50 	 7 283,55 	 1 852,90 		 2,60 		 17 725,30 	 8 240,77 		 220,00 	 55,00 	 45,00 	 2 736,53 	 2 361,25 	 18 397,06 		 1 612,25 	 9 863,62 	 15 197,57 	 1 021,10 	 3 967,30 	 506,01 		 1 248,64 	 955,74 	 71,20 	 786,16 	 2,50 	 0,71 	 725,41 
13.08.1995	 8 512,84 	 1 160,50 	 1,50 	 15,00 			 0,00 	 2 104,30 	 11 500,00 	 18 827,77 	 180,51 	 150,00 	 8 462,73 	 38 180,61 	 1 100,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 159,50 	 7 283,55 	 1 852,90 		 2,60 		 17 725,30 	 8 240,77 		 220,00 	 55,00 	 45,00 	 2 736,53 	 2 361,25 	 18 397,06 		 1 612,25 	 9 863,62 	 15 197,57 	 1 021,10 	 3 967,30 	 506,01 		 1 248,64 	 955,74 	 71,20 	 786,16 	 2,50 	 0,71 	 725,41 
14.08.1995	 8 512,84 	 1 160,50 	 1,50 	 15,00 			 0,00 	 2 104,30 	 11 500,00 	 18 827,77 	 180,51 	 150,00 	 8 462,73 	 38 180,61 	 1 100,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 159,50 	 7 283,55 	 1 852,90 		 2,60 		 17 725,30 	 8 240,77 		 220,00 	 55,00 	 45,00 	 2 736,53 	 2 361,25 	 18 397,06 		 1 612,25 	 9 863,62 	 15 197,57 	 1 021,10 	 3 967,30 	 506,01 		 1 248,64 	 955,74 	 71,20 	 786,16 	 2,50 	 0,71 	 725,41 
15.08.1995	 8 512,84 	 1 160,50 	 1,50 	 15,00 			 0,00 	 2 104,30 	 11 500,00 	 18 827,77 	 180,51 	 150,00 	 8 462,73 	 38 180,61 	 1 100,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 159,50 	 7 283,55 	 1 852,90 		 2,60 		 17 725,30 	 8 240,77 		 220,00 	 55,00 	 45,00 	 2 736,53 	 2 361,25 	 18 397,06 		 1 612,25 	 9 863,62 	 15 197,57 	 1 021,10 	 3 967,30 	 506,01 		 1 248,64 	 955,74 	 71,20 	 786,16 	 2,50 	 0,71 	 725,41 
16.08.1995	 8 515,36 	 1 139,57 	 1,50 	 15,00 			 0,00 	 2 053,39 	 11 500,00 	 18 497,67 	 178,02 	 150,00 	 8 449,67 	 38 054,27 	 1 100,00 	 22 070,00 	 2 875,00 	 2 536,00 	 7 963,44 	 7 111,50 	 1 810,45 		 2,60 		 17 625,33 	 8 217,22 		 195,00 	 55,00 	 45,00 	 2 693,65 	 2 315,65 	 18 044,88 		 1 596,58 	 9 565,00 	 14 917,63 	 1 000,17 	 3 879,24 	 497,23 		 1 215,00 	 934,50 	 71,25 	 766,97 	 2,46 	 0,63 	 713,95 
17.08.1995	 8 515,36 	 1 139,57 	 1,50 	 15,00 			 0,00 	 2 053,39 	 11 500,00 	 18 497,67 	 178,02 	 150,00 	 8 449,67 	 38 054,27 	 1 100,00 	 22 070,00 	 2 875,00 	 2 536,00 	 7 963,44 	 7 111,50 	 1 810,45 		 2,60 		 17 625,33 	 8 217,22 		 195,00 	 55,00 	 45,00 	 2 693,65 	 2 315,65 	 18 044,88 		 1 596,58 	 9 565,00 	 14 917,63 	 1 000,17 	 3 879,24 	 497,23 		 1 215,00 	 934,50 	 71,25 	 766,97 	 2,46 	 0,63 	 713,95 
18.08.1995	 8 428,00 	 1 102,59 	 1,50 	 15,00 			 0,00 	 2 004,43 	 11 500,00 	 18 124,51 	 174,37 	 150,00 	 8 465,84 	 37 853,85 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 750,37 	 6 949,06 	 1 774,42 		 2,59 		 17 624,79 	 8 088,91 		 195,00 	 55,00 	 45,00 	 2 624,97 	 2 263,02 	 17 757,88 		 1 571,08 	 9 315,51 	 14 595,76 	 973,36 	 3 774,82 	 485,70 		 1 172,33 	 909,81 	 71,25 	 750,07 	 2,42 	 0,70 	 707,21 
19.08.1995	 8 428,00 	 1 102,59 	 1,50 	 15,00 			 0,00 	 2 004,43 	 11 500,00 	 18 124,51 	 174,37 	 150,00 	 8 465,84 	 37 853,85 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 750,37 	 6 949,06 	 1 774,42 		 2,59 		 17 624,79 	 8 088,91 		 195,00 	 55,00 	 45,00 	 2 624,97 	 2 263,02 	 17 757,88 		 1 571,08 	 9 315,51 	 14 595,76 	 973,36 	 3 774,82 	 485,70 		 1 172,33 	 909,81 	 71,25 	 750,07 	 2,42 	 0,70 	 707,21 
20.08.1995	 8 428,00 	 1 102,59 	 1,50 	 15,00 			 0,00 	 2 004,43 	 11 500,00 	 18 124,51 	 174,37 	 150,00 	 8 465,84 	 37 853,85 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 750,37 	 6 949,06 	 1 774,42 		 2,59 		 17 624,79 	 8 088,91 		 195,00 	 55,00 	 45,00 	 2 624,97 	 2 263,02 	 17 757,88 		 1 571,08 	 9 315,51 	 14 595,76 	 973,36 	 3 774,82 	 485,70 		 1 172,33 	 909,81 	 71,25 	 750,07 	 2,42 	 0,70 	 707,21 
21.08.1995	 8 428,00 	 1 102,59 	 1,50 	 15,00 			 0,00 	 2 004,43 	 11 500,00 	 18 124,51 	 174,37 	 150,00 	 8 465,84 	 37 853,85 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 750,37 	 6 949,06 	 1 774,42 		 2,59 		 17 624,79 	 8 088,91 		 195,00 	 55,00 	 45,00 	 2 624,97 	 2 263,02 	 17 757,88 		 1 571,08 	 9 315,51 	 14 595,76 	 973,36 	 3 774,82 	 485,70 		 1 172,33 	 909,81 	 71,25 	 750,07 	 2,42 	 0,70 	 707,21 
22.08.1995	 8 428,00 	 1 102,59 	 1,50 	 15,00 			 0,00 	 2 004,43 	 11 500,00 	 18 124,51 	 174,37 	 150,00 	 8 465,84 	 37 853,85 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 750,37 	 6 949,06 	 1 774,42 		 2,59 		 17 624,79 	 8 088,91 		 195,00 	 55,00 	 45,00 	 2 624,97 	 2 263,02 	 17 757,88 		 1 571,08 	 9 315,51 	 14 595,76 	 973,36 	 3 774,82 	 485,70 		 1 172,33 	 909,81 	 71,25 	 750,07 	 2,42 	 0,70 	 707,21 
23.08.1995	 8 480,20 	 1 101,95 	 1,50 	 15,00 			 0,00 	 2 001,74 	 11 500,00 	 18 036,39 	 174,35 	 150,00 	 8 471,45 	 37 897,51 	 1 100,00 	 21 330,00 	 2 875,00 	 2 535,00 	 7 750,37 	 6 923,54 	 1 774,34 		 2,59 		 17 347,75 	 8 066,21 		 195,00 	 55,00 	 45,00 	 2 626,29 	 2 261,69 	 17 640,74 		 1 564,09 	 9 348,07 	 14 538,56 	 973,42 	 3 774,82 	 484,93 		 1 188,63 	 910,53 	 71,21 	 750,65 	 2,41 	 0,70 	 708,13 
24.08.1995	 8 480,20 	 1 101,95 	 1,50 	 15,00 			 0,00 	 2 001,74 	 11 500,00 	 18 036,39 	 174,35 	 150,00 	 8 471,45 	 37 897,51 	 1 100,00 	 21 330,00 	 2 875,00 	 2 535,00 	 7 750,37 	 6 923,54 	 1 774,34 		 2,59 		 17 347,75 	 8 066,21 		 195,00 	 55,00 	 45,00 	 2 626,29 	 2 261,69 	 17 640,74 		 1 564,09 	 9 348,07 	 14 538,56 	 973,42 	 3 774,82 	 484,93 		 1 188,63 	 910,53 	 71,21 	 750,65 	 2,41 	 0,70 	 708,13 
25.08.1995	 8 520,41 	 1 105,03 	 1,50 	 15,00 			 0,00 	 2 005,23 	 11 500,00 	 18 121,65 	 173,77 	 150,00 	 8 463,97 	 37 891,27 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 767,65 	 6 939,00 	 1 781,29 		 2,58 		 17 150,87 	 8 067,34 		 195,00 	 55,00 	 45,00 	 2 629,11 	 2 266,68 	 17 752,39 		 1 576,88 	 9 383,92 	 14 590,21 	 970,79 	 3 779,17 	 485,54 		 1 190,60 	 913,71 	 71,21 	 751,39 	 2,40 	 0,70 	 711,63 
26.08.1995	 8 520,41 	 1 105,03 	 1,50 	 15,00 			 0,00 	 2 005,23 	 11 500,00 	 18 121,65 	 173,77 	 150,00 	 8 463,97 	 37 891,27 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 767,65 	 6 939,00 	 1 781,29 		 2,58 		 17 150,87 	 8 067,34 		 195,00 	 55,00 	 45,00 	 2 629,11 	 2 266,68 	 17 752,39 		 1 576,88 	 9 383,92 	 14 590,21 	 970,79 	 3 779,17 	 485,54 		 1 190,60 	 913,71 	 71,21 	 751,39 	 2,40 	 0,70 	 711,63 
27.08.1995	 8 520,41 	 1 105,03 	 1,50 	 15,00 			 0,00 	 2 005,23 	 11 500,00 	 18 121,65 	 173,77 	 150,00 	 8 463,97 	 37 891,27 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 767,65 	 6 939,00 	 1 781,29 		 2,58 		 17 150,87 	 8 067,34 		 195,00 	 55,00 	 45,00 	 2 629,11 	 2 266,68 	 17 752,39 		 1 576,88 	 9 383,92 	 14 590,21 	 970,79 	 3 779,17 	 485,54 		 1 190,60 	 913,71 	 71,21 	 751,39 	 2,40 	 0,70 	 711,63 
28.08.1995	 8 520,41 	 1 105,03 	 1,50 	 15,00 			 0,00 	 2 005,23 	 11 500,00 	 18 121,65 	 173,77 	 150,00 	 8 463,97 	 37 891,27 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 767,65 	 6 939,00 	 1 781,29 		 2,58 		 17 150,87 	 8 067,34 		 195,00 	 55,00 	 45,00 	 2 629,11 	 2 266,68 	 17 752,39 		 1 576,88 	 9 383,92 	 14 590,21 	 970,79 	 3 779,17 	 485,54 		 1 190,60 	 913,71 	 71,21 	 751,39 	 2,40 	 0,70 	 711,63 
29.08.1995	 8 520,41 	 1 105,03 	 1,50 	 15,00 			 0,00 	 2 005,23 	 11 500,00 	 18 121,65 	 173,77 	 150,00 	 8 463,97 	 37 891,27 	 1 100,00 	 21 330,00 	 2 875,00 	 2 536,00 	 7 767,65 	 6 939,00 	 1 781,29 		 2,58 		 17 150,87 	 8 067,34 		 195,00 	 55,00 	 45,00 	 2 629,11 	 2 266,68 	 17 752,39 		 1 576,88 	 9 383,92 	 14 590,21 	 970,79 	 3 779,17 	 485,54 		 1 190,60 	 913,71 	 71,21 	 751,39 	 2,40 	 0,70 	 711,63 
30.08.1995	 8 613,59 	 1 111,54 	 1,50 	 15,00 			 0,00 	 2 015,25 	 11 500,00 	 18 199,08 	 174,69 	 150,00 	 8 580,17 	 37 966,33 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 817,81 	 6 980,27 	 1 785,24 		 2,58 		 17 104,95 	 8 090,05 		 198,00 	 55,00 	 45,00 	 2 626,89 	 2 267,71 	 17 785,34 		 1 568,57 	 9 486,10 	 14 640,36 	 980,06 	 3 802,28 	 486,67 		 1 178,64 	 914,37 	 71,25 	 752,77 	 2,40 	 0,71 	 704,66 
31.08.1995	 8 613,59 	 1 111,54 	 1,50 	 15,00 			 0,00 	 2 015,25 	 11 500,00 	 18 199,08 	 174,69 	 150,00 	 8 580,17 	 37 966,33 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 817,81 	 6 980,27 	 1 785,24 		 2,58 		 17 104,95 	 8 090,05 		 198,00 	 55,00 	 45,00 	 2 626,89 	 2 267,71 	 17 785,34 		 1 568,57 	 9 486,10 	 14 640,36 	 980,06 	 3 802,28 	 486,67 		 1 178,64 	 914,37 	 71,25 	 752,77 	 2,40 	 0,71 	 704,66 
01.09.1995	 8 646,62 	 1 112,94 	 1,50 	 15,00 			 0,00 	 2 016,66 	 11 500,00 	 18 233,71 	 174,19 	 150,00 	 8 575,69 	 38 035,39 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 826,86 	 6 985,79 	 1 791,03 		 2,56 		 17 200,12 	 8 087,77 		 198,00 	 55,00 	 45,00 	 2 620,60 	 2 277,68 	 17 823,93 		 1 574,29 	 9 531,70 	 14 672,11 	 974,16 	 3 807,95 	 486,69 		 1 178,40 	 916,48 	 71,30 	 753,85 	 2,39 	 0,70 	 709,88 
02.09.1995	 8 646,62 	 1 112,94 	 1,50 	 15,00 			 0,00 	 2 016,66 	 11 500,00 	 18 233,71 	 174,19 	 150,00 	 8 575,69 	 38 035,39 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 826,86 	 6 985,79 	 1 791,03 		 2,56 		 17 200,12 	 8 087,77 		 198,00 	 55,00 	 45,00 	 2 620,60 	 2 277,68 	 17 823,93 		 1 574,29 	 9 531,70 	 14 672,11 	 974,16 	 3 807,95 	 486,69 		 1 178,40 	 916,48 	 71,30 	 753,85 	 2,39 	 0,70 	 709,88 
03.09.1995	 8 646,62 	 1 112,94 	 1,50 	 15,00 			 0,00 	 2 016,66 	 11 500,00 	 18 233,71 	 174,19 	 150,00 	 8 575,69 	 38 035,39 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 826,86 	 6 985,79 	 1 791,03 		 2,56 		 17 200,12 	 8 087,77 		 198,00 	 55,00 	 45,00 	 2 620,60 	 2 277,68 	 17 823,93 		 1 574,29 	 9 531,70 	 14 672,11 	 974,16 	 3 807,95 	 486,69 		 1 178,40 	 916,48 	 71,30 	 753,85 	 2,39 	 0,70 	 709,88 
04.09.1995	 8 646,62 	 1 112,94 	 1,50 	 15,00 			 0,00 	 2 016,66 	 11 500,00 	 18 233,71 	 174,19 	 150,00 	 8 575,69 	 38 035,39 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 826,86 	 6 985,79 	 1 791,03 		 2,56 		 17 200,12 	 8 087,77 		 198,00 	 55,00 	 45,00 	 2 620,60 	 2 277,68 	 17 823,93 		 1 574,29 	 9 531,70 	 14 672,11 	 974,16 	 3 807,95 	 486,69 		 1 178,40 	 916,48 	 71,30 	 753,85 	 2,39 	 0,70 	 709,88 
05.09.1995	 8 646,62 	 1 112,94 	 1,50 	 15,00 			 0,00 	 2 016,66 	 11 500,00 	 18 233,71 	 174,19 	 150,00 	 8 575,69 	 38 035,39 	 1 100,00 	 21 335,00 	 2 875,00 	 2 536,00 	 7 826,86 	 6 985,79 	 1 791,03 		 2,56 		 17 200,12 	 8 087,77 		 198,00 	 55,00 	 45,00 	 2 620,60 	 2 277,68 	 17 823,93 		 1 574,29 	 9 531,70 	 14 672,11 	 974,16 	 3 807,95 	 486,69 		 1 178,40 	 916,48 	 71,30 	 753,85 	 2,39 	 0,70 	 709,88 
06.09.1995	 8 638,82 	 1 114,61 	 1,50 	 15,00 			 0,00 	 2 019,56 	 11 500,00 	 18 259,77 	 175,55 	 150,00 	 8 578,89 	 38 148,95 	 1 100,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 842,33 	 6 999,39 	 1 794,10 		 2,58 		 17 163,67 	 8 075,28 		 198,00 	 55,00 	 45,00 	 2 621,62 	 2 274,21 	 17 862,69 		 1 575,30 	 9 552,29 	 14 662,76 	 986,45 	 3 811,73 	 487,18 		 1 174,55 	 913,57 	 71,27 	 753,55 	 2,40 	 0,68 	 707,13 
07.09.1995	 8 638,82 	 1 114,61 	 1,50 	 15,00 			 0,00 	 2 019,56 	 11 500,00 	 18 259,77 	 175,55 	 150,00 	 8 578,89 	 38 148,95 	 1 100,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 842,33 	 6 999,39 	 1 794,10 		 2,58 		 17 163,67 	 8 075,28 		 198,00 	 55,00 	 45,00 	 2 621,62 	 2 274,21 	 17 862,69 		 1 575,30 	 9 552,29 	 14 662,76 	 986,45 	 3 811,73 	 487,18 		 1 174,55 	 913,57 	 71,27 	 753,55 	 2,40 	 0,68 	 707,13 
08.09.1995	 8 661,60 	 1 106,73 	 1,50 	 15,00 			 0,00 	 2 010,31 	 11 500,00 	 18 155,98 	 174,24 	 150,00 	 8 609,72 	 38 129,97 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 788,69 	 6 949,90 	 1 783,89 		 2,56 		 17 139,62 	 8 078,68 		 111,00 	 55,00 	 45,00 	 2 629,35 	 2 260,00 	 17 834,99 		 1 582,43 	 9 480,63 	 14 569,87 	 975,40 	 3 785,14 	 485,09 		 1 165,86 	 908,01 	 71,30 	 749,43 	 2,42 	 0,70 	 710,42 
09.09.1995	 8 661,60 	 1 106,73 	 1,50 	 15,00 			 0,00 	 2 010,31 	 11 500,00 	 18 155,98 	 174,24 	 150,00 	 8 609,72 	 38 129,97 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 788,69 	 6 949,90 	 1 783,89 		 2,56 		 17 139,62 	 8 078,68 		 111,00 	 55,00 	 45,00 	 2 629,35 	 2 260,00 	 17 834,99 		 1 582,43 	 9 480,63 	 14 569,87 	 975,40 	 3 785,14 	 485,09 		 1 165,86 	 908,01 	 71,30 	 749,43 	 2,42 	 0,70 	 710,42 
10.09.1995	 8 661,60 	 1 106,73 	 1,50 	 15,00 			 0,00 	 2 010,31 	 11 500,00 	 18 155,98 	 174,24 	 150,00 	 8 609,72 	 38 129,97 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 788,69 	 6 949,90 	 1 783,89 		 2,56 		 17 139,62 	 8 078,68 		 111,00 	 55,00 	 45,00 	 2 629,35 	 2 260,00 	 17 834,99 		 1 582,43 	 9 480,63 	 14 569,87 	 975,40 	 3 785,14 	 485,09 		 1 165,86 	 908,01 	 71,30 	 749,43 	 2,42 	 0,70 	 710,42 
11.09.1995	 8 661,60 	 1 106,73 	 1,50 	 15,00 			 0,00 	 2 010,31 	 11 500,00 	 18 155,98 	 174,24 	 150,00 	 8 609,72 	 38 129,97 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 788,69 	 6 949,90 	 1 783,89 		 2,56 		 17 139,62 	 8 078,68 		 111,00 	 55,00 	 45,00 	 2 629,35 	 2 260,00 	 17 834,99 		 1 582,43 	 9 480,63 	 14 569,87 	 975,40 	 3 785,14 	 485,09 		 1 165,86 	 908,01 	 71,30 	 749,43 	 2,42 	 0,70 	 710,42 
12.09.1995	 8 661,60 	 1 106,73 	 1,50 	 15,00 			 0,00 	 2 010,31 	 11 500,00 	 18 155,98 	 174,24 	 150,00 	 8 609,72 	 38 129,97 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 788,69 	 6 949,90 	 1 783,89 		 2,56 		 17 139,62 	 8 078,68 		 111,00 	 55,00 	 45,00 	 2 629,35 	 2 260,00 	 17 834,99 		 1 582,43 	 9 480,63 	 14 569,87 	 975,40 	 3 785,14 	 485,09 		 1 165,86 	 908,01 	 71,30 	 749,43 	 2,42 	 0,70 	 710,42 
13.09.1995	 8 718,73 	 1 107,79 	 1,50 	 15,00 			 0,00 	 2 014,54 	 11 500,00 	 18 210,61 	 174,90 	 150,00 	 8 549,55 	 38 193,29 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 791,86 	 6 955,79 	 1 785,26 		 2,56 		 17 073,21 	 8 027,92 		 111,00 	 55,00 	 45,00 	 2 622,10 	 2 254,90 	 17 862,69 		 1 617,30 	 9 518,69 	 14 575,41 	 974,08 	 3 786,63 	 483,44 		 1 142,01 	 911,61 	 71,30 	 750,41 	 2,43 	 0,69 	 711,77 
14.09.1995	 8 718,73 	 1 107,79 	 1,50 	 15,00 			 0,00 	 2 014,54 	 11 500,00 	 18 210,61 	 174,90 	 150,00 	 8 549,55 	 38 193,29 	 1 095,00 	 21 375,00 	 2 875,00 	 2 536,00 	 7 791,86 	 6 955,79 	 1 785,26 		 2,56 		 17 073,21 	 8 027,92 		 111,00 	 55,00 	 45,00 	 2 622,10 	 2 254,90 	 17 862,69 		 1 617,30 	 9 518,69 	 14 575,41 	 974,08 	 3 786,63 	 483,44 		 1 142,01 	 911,61 	 71,30 	 750,41 	 2,43 	 0,69 	 711,77 
15.09.1995	 8 741,92 	 1 097,22 	 1,50 	 15,00 			 0,00 	 1 995,49 	 11 500,00 	 18 113,09 	 173,40 	 150,00 	 8 458,99 	 38 155,28 	 1 085,00 	 21 180,00 	 2 875,00 	 2 536,00 	 7 716,83 	 6 884,99 	 1 769,23 		 2,56 		 17 073,97 	 8 013,94 		 81,00 	 55,00 	 45,00 	 2 586,01 	 2 241,72 	 17 768,85 		 1 607,29 	 9 460,74 	 14 476,33 	 970,63 	 3 749,59 	 480,88 		 1 117,54 	 905,01 	 71,34 	 743,81 	 2,42 	 0,67 	 714,06 
16.09.1995	 8 741,92 	 1 097,22 	 1,50 	 15,00 			 0,00 	 1 995,49 	 11 500,00 	 18 113,09 	 173,40 	 150,00 	 8 458,99 	 38 155,28 	 1 085,00 	 21 180,00 	 2 875,00 	 2 536,00 	 7 716,83 	 6 884,99 	 1 769,23 		 2,56 		 17 073,97 	 8 013,94 		 81,00 	 55,00 	 45,00 	 2 586,01 	 2 241,72 	 17 768,85 		 1 607,29 	 9 460,74 	 14 476,33 	 970,63 	 3 749,59 	 480,88 		 1 117,54 	 905,01 	 71,34 	 743,81 	 2,42 	 0,67 	 714,06 
